Date,Raw_Material_Usage_(kg),Production_Volume,Production_Efficiency_(%),Recycling_Efforts_(%),Packaging_Material_Usage_(kg),Energy_Consumption_(kWh),Transportation_Waste_(kg),End_of_Life_Waste_(kg),Sell_In_Quantity,Sell_Out_Quantity,Inflation_Rate,Disposable_Income,Sell_Out_to_Sell_In_Ratio,Profit
12/24/2020,169,1433,80.05725151,31.77807191,102,37465,34,582,407.1482194,207.8749712,0.043819538,49932,0.51,196.0784314
12/25/2020,492,2971,92.4018874,29.08085548,83,30507,55,692,315.396508,163.4327359,0.043819538,49932,0.52,192.3076923
12/26/2020,713,4331,86.51843377,23.46879676,129,24694,50,374,362.7059841,194.9723867,0.043819538,49932,0.54,185.1851852
12/27/2020,955,3087,91.34129543,34.95645257,200,24550,18,419,368.4404661,364.1396046,0.043819538,49932,0.99,101.010101
12/28/2020,232,2520,93.37693143,18.10794872,66,29219,76,795,388.511153,387.0775325,0.043819538,49932,1,100
12/29/2020,157,2358,77.2414717,13.02245093,129,47551,77,174,384.2102915,216.4766941,0.043819538,49932,0.56,178.5714286
12/30/2020,506,3176,82.66013689,24.09191231,53,10456,56,586,315.396508,160.565495,0.043819538,49932,0.51,196.0784314
12/31/2020,522,3947,70.60904444,16.89216033,53,14217,21,341,349.8033997,306.794785,0.043819538,49932,0.88,113.6363636
1/1/2021,386,4545,77.38460088,10.34736042,143,14855,31,890,334.1797184,237.1150699,0.030214684,42984,0.71,140.8450704
1/2/2021,719,1695,91.50641961,13.71966561,163,14836,16,806,256.5279996,152.5301619,0.030214684,42984,0.59,169.4915254
1/3/2021,668,1577,72.55641454,48.26069839,103,22258,98,838,370.2323021,335.5663562,0.030214684,42984,0.91,109.8901099
1/4/2021,818,3861,93.5016658,44.78885925,50,19202,44,482,359.1391994,224.6353294,0.030214684,42984,0.63,158.7301587
1/5/2021,380,3833,82.33222187,24.2016919,87,19461,37,961,184.4228321,152.5301619,0.030214684,42984,0.83,120.4819277
1/6/2021,164,1413,89.09920109,47.2755957,177,20298,61,661,407.6715237,119.2508539,0.030214684,42984,0.29,344.8275862
1/7/2021,516,3922,71.43652156,24.91522891,139,29847,71,947,370.2323021,278.714205,0.030214684,42984,0.75,133.3333333
1/8/2021,109,3922,83.42638094,41.54960359,193,18512,16,550,262.0745509,99.83792417,0.030214684,42984,0.38,263.1578947
1/9/2021,500,4386,74.86318034,27.41455296,92,38801,48,414,263.4611888,58.2387891,0.030214684,42984,0.22,454.5454545
1/10/2021,831,3321,81.15885862,35.3004692,163,23202,74,998,219.088778,153.9167998,0.030214684,42984,0.7,142.8571429
1/11/2021,948,1624,80.83267439,46.60003576,77,41696,98,737,389.6452318,284.2607563,0.030214684,42984,0.73,136.9863014
1/12/2021,989,3083,75.91591117,15.04084494,118,47593,74,211,189.9693835,158.0767133,0.030214684,42984,0.83,120.4819277
1/13/2021,507,2601,93.69057071,12.01239448,77,39672,12,285,298.1271347,95.67801066,0.030214684,42984,0.32,312.5
1/14/2021,185,1655,90.0019815,22.33929393,94,11044,82,133,374.3922156,260.6879131,0.030214684,42984,0.7,142.8571429
1/15/2021,343,2956,70.90339961,46.3727241,194,20215,83,597,332.7930806,170.5564538,0.030214684,42984,0.51,196.0784314
1/16/2021,898,2290,81.14171528,15.34222756,105,46170,73,703,348.0460968,271.7810158,0.030214684,42984,0.78,128.2051282
1/17/2021,259,3438,76.51539744,25.13029731,98,29110,45,755,196.9025727,165.0099024,0.030214684,42984,0.84,119.047619
1/18/2021,938,1475,74.15204819,21.3295223,149,29724,67,113,270.394378,214.9288645,0.030214684,42984,0.79,126.5822785
1/19/2021,818,4941,74.26780793,30.12888877,166,30714,14,632,230.1818807,138.6637836,0.030214684,42984,0.6,166.6666667
1/20/2021,314,1815,82.9407099,43.40209012,134,47028,74,540,375.7788535,309.2202374,0.030214684,42984,0.82,121.9512195
1/21/2021,273,3513,88.43625447,17.73851571,142,37157,58,467,250.9814483,110.9310269,0.030214684,42984,0.44,227.2727273
1/22/2021,188,1830,72.87738387,36.5371922,139,11178,41,440,298.1271347,207.9956754,0.030214684,42984,0.7,142.8571429
1/23/2021,659,2050,79.17903566,12.86360545,101,36749,37,627,288.4206698,44.37241074,0.030214684,42984,0.15,666.6666667
1/24/2021,213,1020,91.41042623,39.25381838,126,49531,29,624,207.9956754,155.3034376,0.030214684,42984,0.75,133.3333333
1/25/2021,533,1759,87.69562657,28.71258074,53,18812,15,683,285.6473942,205.2223997,0.030214684,42984,0.72,138.8888889
1/26/2021,593,3532,81.38871028,43.48578029,167,21558,17,511,214.9288645,67.94525395,0.030214684,42984,0.32,312.5
1/27/2021,773,1652,93.85288969,11.1435341,161,35152,35,707,415.9913507,87.35818365,0.030214684,42984,0.21,476.1904762
1/28/2021,453,1677,93.88278831,26.27008417,193,35738,40,765,367.4590265,138.6637836,0.030214684,42984,0.38,263.1578947
1/29/2021,154,2655,73.37504902,32.2338214,192,40727,33,484,306.4469617,282.8741185,0.030214684,42984,0.92,108.6956522
1/30/2021,487,4185,76.65535213,43.17473925,108,15246,48,823,305.0603239,255.1413618,0.030214684,42984,0.84,119.047619
1/31/2021,506,1939,94.10006824,13.04221056,169,11345,28,216,411.8314372,287.034032,0.030214684,42984,0.7,142.8571429
2/1/2021,669,3427,71.47356401,30.05768735,83,10596,62,639,360.1472117,48.66854213,0.029635347,67183,0.14,714.2857143
2/2/2021,657,1147,78.64665001,32.78276422,120,34372,90,681,369.8809202,254.6987038,0.029635347,67183,0.69,144.9275362
2/3/2021,567,3200,71.03189393,47.37672207,64,36350,17,129,300.1226764,217.3861548,0.029635347,67183,0.72,138.8888889
2/4/2021,409,1992,87.35650338,20.42550286,107,49020,69,676,486.6854213,304.9895307,0.029635347,67183,0.63,158.7301587
2/5/2021,206,2032,75.64499978,11.32426326,175,42977,62,448,515.8865465,193.0518838,0.029635347,67183,0.37,270.2702703
2/6/2021,302,1301,90.22722305,28.28493195,63,26530,65,465,355.2803575,196.2964532,0.029635347,67183,0.55,181.8181818
2/7/2021,853,1838,83.70921529,14.43354856,139,17015,74,248,506.1528381,149.2501959,0.029635347,67183,0.29,344.8275862
2/8/2021,316,2705,72.03188384,20.43393658,80,34805,14,183,313.1009543,176.8290364,0.029635347,67183,0.56,178.5714286
2/9/2021,835,1720,87.78965205,41.26701832,137,30393,37,312,483.4408518,386.1037675,0.029635347,67183,0.8,125
2/10/2021,629,1595,73.42943036,44.75936865,72,11573,47,631,397.4597607,343.9243644,0.029635347,67183,0.87,114.9425287
2/11/2021,809,3906,72.1949232,49.29363621,171,29855,52,256,499.6636992,330.9460865,0.029635347,67183,0.66,151.5151515
2/12/2021,767,2798,90.06856059,14.87178227,70,42704,43,292,425.0386012,123.2936401,0.029635347,67183,0.29,344.8275862
2/13/2021,151,2082,76.48769014,10.42690006,93,15478,65,536,287.1443985,139.5164874,0.029635347,67183,0.49,204.0816327
2/14/2021,462,1457,75.60604489,48.09342849,110,49744,33,735,467.2180044,61.64682003,0.029635347,67183,0.13,769.2307692
2/15/2021,197,4968,79.51741336,19.33248731,85,44555,22,411,413.6826081,244.9649954,0.029635347,67183,0.59,169.4915254
2/16/2021,219,2616,90.97065603,41.79476473,177,17827,16,754,559.6882345,457.484296,0.029635347,67183,0.82,121.9512195
2/17/2021,959,2881,93.29356654,43.65770269,95,42320,98,456,269.2992664,149.2501959,0.029635347,67183,0.55,181.8181818
2/18/2021,972,2007,77.07951034,29.54516303,192,48598,61,704,220.6307243,82.73652161,0.029635347,67183,0.38,263.1578947
2/19/2021,482,2664,86.69766513,49.63221698,138,25830,66,384,399.0820454,123.2936401,0.029635347,67183,0.31,322.5806452
2/20/2021,975,2113,72.96175095,32.84328005,109,17854,53,504,493.1745602,389.348337,0.029635347,67183,0.79,126.5822785
2/21/2021,971,1066,75.23868306,37.18692084,194,34401,65,863,584.0225055,279.0329749,0.029635347,67183,0.48,208.3333333
2/22/2021,684,2054,72.13583504,29.29757183,69,42724,27,438,337.4352254,85.98109109,0.029635347,67183,0.25,400
2/23/2021,345,2450,82.00766128,41.81738636,70,31950,62,650,441.2614486,394.2151912,0.029635347,67183,0.89,112.3595506
2/24/2021,529,4633,76.18771484,12.41220468,147,40964,26,424,489.9299907,178.4513211,0.029635347,67183,0.36,277.7777778
2/25/2021,115,3947,74.42005208,28.11471623,148,11020,24,839,452.6174418,219.0084396,0.029635347,67183,0.48,208.3333333
2/26/2021,308,2754,75.27038002,43.48532026,61,46106,57,626,434.7723097,313.1009543,0.029635347,67183,0.72,138.8888889
2/27/2021,839,3892,86.95918229,12.48180576,52,25317,20,531,389.348337,365.0140659,0.029635347,67183,0.94,106.3829787
2/28/2021,172,4601,75.12114779,39.34126601,123,35664,23,560,256.3209885,92.47023004,0.029635347,67183,0.36,277.7777778
3/1/2021,301,3745,80.98067904,25.05551938,124,32602,38,742,361.1352275,215.2365956,0.021061717,47562,0.6,166.6666667
3/2/2021,897,4727,77.4138086,38.11975616,57,45381,70,762,278.7963956,95.33970005,0.021061717,47562,0.34,294.1176471
3/3/2021,495,3236,91.79073258,48.43975319,57,27759,37,556,342.3561956,93.89515914,0.021061717,47562,0.27,370.3703704
3/4/2021,508,3323,92.85280226,29.09879775,66,37091,12,772,395.8042093,320.688082,0.021061717,47562,0.81,123.4567901
3/5/2021,544,1893,89.30479618,22.3103177,76,22011,68,393,333.6889502,195.0130228,0.021061717,47562,0.58,172.4137931
3/6/2021,825,4088,80.49722289,30.16904626,126,48661,71,291,410.2496184,86.67245459,0.021061717,47562,0.21,476.1904762
3/7/2021,635,4480,75.82984248,12.22508348,140,19838,36,201,275.9073138,102.5624046,0.021061717,47562,0.37,270.2702703
3/8/2021,472,3323,93.56372726,39.73989839,122,28541,52,591,390.0260457,105.4514864,0.021061717,47562,0.27,370.3703704
3/9/2021,179,3878,70.45069619,47.86522392,130,45381,88,824,391.4705866,63.55980004,0.021061717,47562,0.16,625
3/10/2021,180,1133,76.57778192,10.28525515,106,38580,41,611,379.9142593,352.467982,0.021061717,47562,0.93,107.5268817
3/11/2021,967,1897,70.00295056,40.76848982,68,11157,35,681,401.5823729,388.5815048,0.021061717,47562,0.97,103.0927835
3/12/2021,101,3676,72.07313516,40.03334963,108,45541,95,319,382.8033411,284.5745592,0.021061717,47562,0.74,135.1351351
3/13/2021,388,4353,77.75611398,45.97042107,163,21057,58,558,369.8024729,44.78076821,0.021061717,47562,0.12,833.3333333
3/14/2021,578,3017,94.08550223,47.92154777,85,47278,54,754,290.3527229,277.3518547,0.021061717,47562,0.96,104.1666667
3/15/2021,657,3082,73.48942487,32.57343006,92,47288,59,412,340.9116547,268.6846092,0.021061717,47562,0.79,126.5822785
3/16/2021,847,2311,87.31761107,12.3380577,76,34552,94,884,281.6854774,70.78250458,0.021061717,47562,0.25,400
3/17/2021,871,3496,86.27824622,30.57639061,182,36889,99,253,218.1256774,215.2365956,0.021061717,47562,0.99,101.010101
3/18/2021,784,4321,71.72380344,39.02232119,147,17460,24,863,180.5676137,80.89429095,0.021061717,47562,0.45,222.2222222
3/19/2021,848,1016,82.43066111,25.57231771,116,21878,73,945,403.0269139,288.908182,0.021061717,47562,0.72,138.8888889
3/20/2021,388,3629,85.64676936,26.42855181,163,13231,32,172,208.013891,179.1230728,0.021061717,47562,0.86,116.2790698
3/21/2021,743,1690,83.99220892,23.46176294,116,31470,16,240,416.027782,307.6872138,0.021061717,47562,0.74,135.1351351
3/22/2021,746,1981,85.5783771,25.30218231,182,29456,28,848,418.9168639,203.6802683,0.021061717,47562,0.49,204.0816327
3/23/2021,916,1052,86.54217508,11.20259138,99,43440,45,469,426.1395684,218.1256774,0.021061717,47562,0.51,196.0784314
3/24/2021,264,3172,75.03802548,36.00360934,68,42206,57,786,379.9142593,223.903841,0.021061717,47562,0.59,169.4915254
3/25/2021,179,3182,93.60601052,31.56858219,138,26172,29,317,431.9177321,301.9090502,0.021061717,47562,0.7,142.8571429
3/26/2021,120,4649,86.98931763,31.40161228,61,40568,59,890,431.9177321,117.0078137,0.021061717,47562,0.27,370.3703704
3/27/2021,391,1832,75.50480452,41.658954,96,38477,40,153,375.5806366,216.6811365,0.021061717,47562,0.58,172.4137931
3/28/2021,685,3392,75.34191018,42.85972882,96,48501,97,355,330.7998684,199.3466456,0.021061717,47562,0.6,166.6666667
3/29/2021,294,4437,88.04701461,42.05009767,153,30485,79,322,358.2461457,297.5754274,0.021061717,47562,0.83,120.4819277
3/30/2021,752,3024,91.9707377,17.26927161,150,22744,35,796,427.5841093,290.3527229,0.021061717,47562,0.68,147.0588235
3/31/2021,221,4306,79.30010103,40.49609388,82,12755,95,953,326.4662456,252.7946592,0.021061717,47562,0.77,129.8701299
4/1/2021,165,1829,87.80488461,48.58670636,84,13796,76,845,357.5824588,169.5578795,0.038895029,74673,0.47,212.7659574
4/2/2021,632,2539,75.53366888,24.78128445,79,37067,69,869,359.2612497,172.9154613,0.038895029,74673,0.48,208.3333333
4/3/2021,434,4190,76.79820814,24.14103667,172,18958,50,945,310.576314,52.04251748,0.038895029,74673,0.17,588.2352941
4/4/2021,995,4978,75.19149843,42.05724174,177,42133,95,425,459.9887029,193.0609519,0.038895029,74673,0.42,238.0952381
4/5/2021,589,4860,74.97163239,13.71441155,66,16535,29,328,362.6188315,332.4005955,0.038895029,74673,0.92,108.6956522
4/6/2021,286,4558,93.80297618,18.68101082,169,28807,94,235,387.8006948,201.4549064,0.038895029,74673,0.52,192.3076923
4/7/2021,582,3056,81.26019205,44.23293494,116,25231,15,982,369.333995,360.9400406,0.038895029,74673,0.98,102.0408163
4/8/2021,791,1506,81.06068625,39.09333176,166,10045,90,492,429.7704669,229.9943514,0.038895029,74673,0.54,185.1851852
4/9/2021,237,3521,74.84768788,26.33459939,105,20216,27,877,490.2069388,318.9702684,0.038895029,74673,0.65,153.8461538
4/10/2021,134,3081,88.89117765,42.2517259,53,15820,79,583,283.7156598,206.491279,0.038895029,74673,0.73,136.9863014
4/11/2021,554,2701,73.93612405,36.2674181,128,34667,49,225,300.5035687,283.7156598,0.038895029,74673,0.94,106.3829787
4/12/2021,414,3649,83.48858495,11.54302015,176,11759,19,562,423.0553034,293.7884051,0.038895029,74673,0.69,144.9275362
4/13/2021,390,2135,78.69061222,40.2514652,196,10325,41,134,219.9216061,134.3032709,0.038895029,74673,0.61,163.9344262
4/14/2021,800,3193,74.64627483,40.84259452,67,21666,35,995,391.1582765,256.8550056,0.038895029,74673,0.66,151.5151515
4/15/2021,914,4936,89.55513823,22.95375969,71,26821,58,148,465.0250755,171.2366704,0.038895029,74673,0.37,270.2702703
4/16/2021,229,1778,80.47826461,35.60393227,195,33561,29,442,285.3944507,224.9579788,0.038895029,74673,0.79,126.5822785
4/17/2021,389,4381,72.72289656,47.99371598,184,28752,99,449,431.4492578,418.0189307,0.038895029,74673,0.97,103.0927835
4/18/2021,324,2323,73.07669742,24.46769728,93,34378,13,391,411.3037672,50.36372659,0.038895029,74673,0.12,833.3333333
4/19/2021,647,3707,70.56526889,17.46019902,143,34006,91,724,485.1705662,251.818633,0.038895029,74673,0.52,192.3076923
4/20/2021,433,3377,75.8205202,15.69156427,56,19973,80,610,260.2125874,167.8790886,0.038895029,74673,0.65,153.8461538
4/21/2021,683,1570,93.03273807,21.5627161,58,15952,41,538,355.9036679,115.8365712,0.038895029,74673,0.33,303.030303
4/22/2021,122,4382,76.75945828,19.19000058,52,13321,10,908,381.0855312,142.6972253,0.038895029,74673,0.37,270.2702703
4/23/2021,644,1558,87.45164251,45.55992874,71,25059,25,711,339.1157591,248.4610512,0.038895029,74673,0.73,136.9863014
4/24/2021,624,4379,89.79803431,25.25918563,182,15111,10,864,246.7822603,125.9093165,0.038895029,74673,0.51,196.0784314
4/25/2021,105,3064,71.71882462,45.48360594,138,44669,24,783,461.6674938,92.33349875,0.038895029,74673,0.2,500
4/26/2021,316,2655,76.8228141,47.51287076,131,18032,64,658,402.9098127,60.43647191,0.038895029,74673,0.15,666.6666667
4/27/2021,387,1187,81.3243373,45.76951108,117,18851,99,415,409.6249763,58.75768102,0.038895029,74673,0.14,714.2857143
4/28/2021,572,3166,86.98368126,20.86269751,118,21094,62,287,283.7156598,221.600397,0.038895029,74673,0.78,128.2051282
4/29/2021,273,1322,80.90427712,15.45881374,108,21617,57,598,475.0978209,315.6126866,0.038895029,74673,0.66,151.5151515
4/30/2021,598,4037,73.95150864,48.12943342,150,46462,10,262,292.1096142,141.0184345,0.038895029,74673,0.48,208.3333333
5/1/2021,707,1338,73.8354629,40.14520918,191,29628,14,371,285.7091189,209.978991,0.022973717,76161,0.73,136.9863014
5/2/2021,458,3997,92.46371887,39.6214045,72,35542,38,155,330.4587399,168.6716485,0.022973717,76161,0.51,196.0784314
5/3/2021,502,2347,93.34646009,21.92720315,93,12301,65,215,366.6026646,156.6236736,0.022973717,76161,0.43,232.5581395
5/4/2021,674,2692,89.73621157,27.27493566,137,40638,13,412,444.0539318,433.7270962,0.022973717,76161,0.98,102.0408163
5/5/2021,907,2305,76.10777992,42.54555818,199,10089,51,500,478.4767172,113.5951919,0.022973717,76161,0.24,416.6666667
5/6/2021,210,4229,74.90461567,41.3404116,116,15293,29,668,402.7465893,309.8050687,0.022973717,76161,0.77,129.8701299
5/7/2021,813,2417,79.95537312,14.21099396,136,23486,18,263,239.2383586,178.9984841,0.022973717,76161,0.75,133.3333333
5/8/2021,106,4920,71.98504536,13.42896955,117,21883,73,974,244.4017764,242.6806371,0.022973717,76161,0.99,101.010101
5/9/2021,236,1486,71.87695674,48.77216305,189,24311,18,614,428.5636783,368.3238039,0.022973717,76161,0.86,116.2790698
5/10/2021,970,4444,78.49257629,47.60013794,92,23687,52,108,536.9954524,428.5636783,0.022973717,76161,0.8,125
5/11/2021,500,4200,78.15687117,16.57042028,107,44584,33,787,359.7181075,261.6131691,0.022973717,76161,0.73,136.9863014
5/12/2021,814,1178,70.88289986,33.89908652,68,24435,41,245,425.1213998,399.3043108,0.022973717,76161,0.94,106.3829787
5/13/2021,939,4337,85.49163667,24.51609851,95,39204,75,433,480.1978565,330.4587399,0.022973717,76161,0.69,144.9275362
5/14/2021,897,2847,81.83018822,10.28559184,52,44492,70,892,228.911523,141.1334202,0.022973717,76161,0.62,161.2903226
5/15/2021,861,1117,71.40451229,27.35671564,99,44698,24,112,600.6776054,253.0074728,0.022973717,76161,0.42,238.0952381
5/16/2021,285,3100,78.1062284,48.36340158,71,38213,16,813,475.0344387,106.7106348,0.022973717,76161,0.22,454.5454545
5/17/2021,959,2006,79.87864265,18.22782414,104,18919,84,983,516.3417811,435.4482354,0.022973717,76161,0.84,119.047619
5/18/2021,472,4464,83.62892556,23.41966956,101,13188,29,477,492.2458314,407.9100071,0.022973717,76161,0.83,120.4819277
5/19/2021,460,1313,74.47635645,16.75517877,122,23252,67,873,271.9400047,208.2578517,0.022973717,76161,0.77,129.8701299
5/20/2021,242,2266,94.80058309,25.35849357,174,34219,45,662,333.9010185,282.2668404,0.022973717,76161,0.85,117.6470588
5/21/2021,888,2047,77.782781,29.73561547,97,15326,14,165,419.957982,330.4587399,0.022973717,76161,0.79,126.5822785
5/22/2021,925,3914,81.61312005,27.60742612,197,33259,26,465,554.2068451,56.79759593,0.022973717,76161,0.1,1000
5/23/2021,114,3132,87.39764946,17.0937859,172,17867,71,346,516.3417811,428.5636783,0.022973717,76161,0.83,120.4819277
5/24/2021,806,2824,93.58211026,30.68156859,115,16722,20,686,316.6896258,227.1903837,0.022973717,76161,0.72,138.8888889
5/25/2021,899,4206,89.13729359,37.85210455,183,10213,73,168,518.0629204,256.4497513,0.022973717,76161,0.5,200
5/26/2021,739,4834,78.98863097,24.74077412,144,25023,98,457,469.8710208,347.6701326,0.022973717,76161,0.74,135.1351351
5/27/2021,360,3405,73.89461669,29.89291716,148,31267,83,288,271.9400047,104.9894955,0.022973717,76161,0.39,256.4102564
5/28/2021,174,1166,76.4487715,38.33278004,180,38454,11,207,330.4587399,299.4782331,0.022973717,76161,0.91,109.8901099
5/29/2021,654,4477,89.93159951,46.15822774,103,47299,77,918,578.3027949,347.6701326,0.022973717,76161,0.6,166.6666667
5/30/2021,184,4320,79.97139708,11.75599969,110,12486,87,196,330.4587399,70.56671009,0.022973717,76161,0.21,476.1904762
5/31/2021,325,3125,83.39311543,10.85091704,117,31894,78,808,590.3507698,208.2578517,0.022973717,76161,0.35,285.7142857
6/1/2021,232,3428,93.04921031,38.80877969,139,19159,98,377,266.0999163,96.04789877,0.025073083,61505,0.36,277.7777778
6/2/2021,581,1386,71.90101212,11.42850528,168,44753,48,655,508.5814968,50.38578296,0.025073083,61505,0.1,1000
6/3/2021,581,4426,93.28954773,43.79650002,114,25270,19,596,410.9590423,100.7715659,0.025073083,61505,0.25,400
6/4/2021,395,2189,77.24734257,13.90129501,66,30808,38,299,220.4378005,154.3064603,0.025073083,61505,0.7,142.8571429
6/5/2021,852,4537,90.69765321,15.47841348,174,12966,24,294,466.0684924,318.0602549,0.025073083,61505,0.68,147.0588235
6/6/2021,748,3986,74.1227394,23.00265686,170,12972,62,714,349.5513693,330.6567007,0.025073083,61505,0.95,105.2631579
6/7/2021,499,3576,93.524749,26.63428457,76,38680,37,223,399.9371523,250.3543591,0.025073083,61505,0.63,158.7301587
6/8/2021,952,1943,75.93480597,13.06247596,166,35573,26,352,573.1382812,184.223019,0.025073083,61505,0.32,312.5
6/9/2021,899,4474,79.98097185,38.33705309,66,42874,34,826,549.5199454,97.62245449,0.025073083,61505,0.18,555.5555556
6/10/2021,795,4472,72.03413277,30.21780817,69,26147,74,725,420.4063766,316.4856992,0.025073083,61505,0.75,133.3333333
6/11/2021,386,3395,77.231546,31.30667405,125,20577,22,519,461.3448252,330.6567007,0.025073083,61505,0.72,138.8888889
6/12/2021,167,1300,87.4154078,29.97868018,63,36130,84,811,529.0507211,130.6881246,0.025073083,61505,0.25,400
6/13/2021,352,2414,83.525035,16.89636045,77,27178,67,542,266.0999163,253.5034705,0.025073083,61505,0.95,105.2631579
6/14/2021,766,2641,80.60835862,17.43620172,153,17379,13,210,588.8838384,461.3448252,0.025073083,61505,0.78,128.2051282
6/15/2021,732,4336,71.2551146,40.9803286,55,47923,45,132,225.1614676,163.7537946,0.025073083,61505,0.73,136.9863014
6/16/2021,581,1681,71.86830386,32.24054913,92,30333,60,183,272.3981391,228.310579,0.025073083,61505,0.84,119.047619
6/17/2021,710,3622,88.45946728,38.32582761,184,28819,63,796,296.0164749,218.8632447,0.025073083,61505,0.74,135.1351351
6/18/2021,743,4334,77.85133295,16.86527177,146,27318,90,220,455.0466024,272.3981391,0.025073083,61505,0.6,166.6666667
6/19/2021,381,2250,83.332184,32.76887724,129,40546,28,383,212.5650219,105.4952331,0.025073083,61505,0.5,200
6/20/2021,689,4023,89.55830808,45.35313962,190,46253,99,958,532.1998325,321.2093664,0.025073083,61505,0.6,166.6666667
6/21/2021,329,1691,79.30487713,23.72161147,160,15419,42,758,598.3311727,289.718252,0.025073083,61505,0.48,208.3333333
6/22/2021,645,4948,73.63517975,47.27253561,69,44181,40,102,396.7880408,61.40767298,0.025073083,61505,0.15,666.6666667
6/23/2021,604,3966,92.78482768,19.00717851,50,47438,58,447,370.0205936,85.02600875,0.025073083,61505,0.23,434.7826087
6/24/2021,953,2908,79.46325272,25.50617216,186,38168,76,258,540.0726111,428.2791552,0.025073083,61505,0.79,126.5822785
6/25/2021,233,4563,79.64771488,36.94966904,91,20808,86,337,508.5814968,318.0602549,0.025073083,61505,0.63,158.7301587
6/26/2021,624,3380,82.53082131,37.18229669,55,18484,27,792,209.4159104,122.815346,0.025073083,61505,0.59,169.4915254
6/27/2021,676,1431,93.25189783,29.50724578,108,45287,37,711,327.5075892,64.55678442,0.025073083,61505,0.2,500
6/28/2021,775,4658,84.01721051,27.19780652,97,47135,89,747,535.348944,141.7100146,0.025073083,61505,0.26,384.6153846
6/29/2021,130,2554,79.97458221,33.17313816,85,38598,12,439,458.1957138,105.4952331,0.025073083,61505,0.23,434.7826087
6/30/2021,824,1740,84.63136209,11.85952071,199,32569,49,702,288.1436963,80.30234159,0.025073083,61505,0.28,357.1428571
7/1/2021,666,1195,93.78535796,20.98359882,61,10740,57,445,543.8644277,216.1512469,0.022248339,78282,0.4,250
7/2/2021,300,4865,86.8693426,40.77515316,166,43683,64,246,315.5110943,287.6206108,0.022248339,78282,0.91,109.8901099
7/3/2021,590,4543,85.90557146,24.52630212,143,32492,94,974,716.4367942,224.867023,0.022248339,78282,0.31,322.5806452
7/4/2021,116,3464,81.58911401,25.66462208,79,10031,32,710,441.0182699,378.2646821,0.022248339,78282,0.86,116.2790698
7/5/2021,157,3639,82.71992354,21.35564024,177,45555,39,146,392.2099238,381.7509925,0.022248339,78282,0.97,103.0927835
7/6/2021,984,3295,90.95330287,38.60713963,149,22841,95,119,392.2099238,230.0964886,0.022248339,78282,0.59,169.4915254
7/7/2021,687,4185,78.77131248,39.82564521,141,11013,97,280,702.4915524,502.0287025,0.022248339,78282,0.71,140.8450704
7/8/2021,441,2654,79.29349348,43.44632917,52,47230,87,129,587.4433081,409.641476,0.022248339,78282,0.7,142.8571429
7/9/2021,255,2173,91.15266224,27.60560329,126,31044,30,293,355.6036643,191.7470739,0.022248339,78282,0.54,185.1851852
7/10/2021,388,1645,74.26053776,36.41803094,108,46655,81,452,493.3129264,228.3533334,0.022248339,78282,0.46,217.3913043
7/11/2021,584,4344,90.39775681,24.67538651,128,26073,87,278,540.3781173,153.3976591,0.022248339,78282,0.28,357.1428571
7/12/2021,331,3287,94.72035633,20.56452469,199,41141,41,713,488.0834608,359.0899747,0.022248339,78282,0.74,135.1351351
7/13/2021,306,4992,88.34272704,40.53350027,116,39897,76,483,266.7027482,244.0417304,0.022248339,78282,0.92,108.6956522
7/14/2021,629,2566,88.39777215,37.86391352,168,32287,78,311,549.0938933,240.5554199,0.022248339,78282,0.44,227.2727273
7/15/2021,699,3712,94.1106825,41.44862392,104,29030,64,104,486.3403055,235.3259543,0.022248339,78282,0.48,208.3333333
7/16/2021,817,2810,90.55749332,29.11141044,89,47327,62,490,597.9022394,362.5762851,0.022248339,78282,0.61,163.9344262
7/17/2021,818,3726,87.40396412,36.24364208,113,13387,61,388,692.0326211,238.8122647,0.022248339,78282,0.35,285.7142857
7/18/2021,504,2082,78.01873209,11.99101263,149,18752,52,426,681.5736898,275.4185243,0.022248339,78282,0.4,250
7/19/2021,114,4854,76.08584157,19.07001889,118,16088,79,289,650.1968959,432.3024938,0.022248339,78282,0.66,151.5151515
7/20/2021,599,4728,70.68427946,23.22373902,118,22280,81,581,576.9843768,439.2751147,0.022248339,78282,0.76,131.5789474
7/21/2021,484,4925,71.5201483,17.69311883,113,24985,65,425,664.1421377,291.1069212,0.022248339,78282,0.44,227.2727273
7/22/2021,261,3911,86.11496462,44.21958864,62,42458,25,717,601.3885499,475.8813742,0.022248339,78282,0.79,126.5822785
7/23/2021,804,3225,72.63623323,17.31615906,178,12122,91,772,728.6388807,142.9387278,0.022248339,78282,0.2,500
7/24/2021,373,2187,82.95234477,15.16913886,58,21393,35,736,545.6075829,484.5971503,0.022248339,78282,0.89,112.3595506
7/25/2021,466,1152,72.90717798,19.70789178,163,10578,30,981,313.7679391,299.8226973,0.022248339,78282,0.96,104.1666667
7/26/2021,128,4508,70.66317216,36.13992851,108,24730,48,272,352.1173538,277.1616795,0.022248339,78282,0.79,126.5822785
7/27/2021,642,3697,75.25844299,18.26400214,197,20968,57,704,407.8983208,327.7131808,0.022248339,78282,0.8,125
7/28/2021,418,2154,90.9046392,28.00401273,156,41641,78,433,721.6662598,202.2060052,0.022248339,78282,0.28,357.1428571
7/29/2021,188,4005,94.26654999,18.09416756,157,34277,20,305,763.501985,482.8539951,0.022248339,78282,0.63,158.7301587
